response_id,last_use,usage_experience,skill_level,lenof | _Lenof,lengthof | _Lengthof,countof | _Countof,nelemsof | _Nelemsof,nelementsof | _Nelementsof,extentof | _Extentof,"`_Keyword` and &lt;stdkeyword.h&gt;",Just `_Keyword`,Lowercase `keyword`,_Lengthof keyword; no macro in header,_Lengthof keyword; lengthof macro,lengthof keyword; no macro in header,_Extentof keyword; no macro in header,_Extentof keyword; extentof macro,extentof keyword; no macro in header,_Lenof keyword; no macro in header,_Lenof keyword; lenof macro,lenof keyword; no macro in header,_Countof keyword; no macro in header,_Countof keyword; countof macro,countof keyword; no macro in header,_Nelemsof keyword; no macro in header,_Nelemsof keyword; nelemsof macro,nelemsof keyword; no macro in header,nelementsof keyword; no macro in header,comment
796,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,1,5,-5,-5,-5,3,5,-1,3,1,1,-5,-5,-5,-5,-5,-5,5,3,1,-5,-5,-5,-5,
797,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,3,5,-3,-3,1,5,-3,3,-3,-1,-1,-3,1,1,-3,-1,-1,-3,5,5,-1,-1,-1,-1,
798,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,1,3,-5,-5,-5,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
799,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,5,5,-5,-5,-5,-5,-5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,
800,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,1,3,5,-5,-3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
801,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-3,-3,3,5,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thank you really
802,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,1,5,-5,-3,-5,1,-3,5,-5,1,3,-5,-5,-5,-5,-1,-1,-1,1,5,-5,-5,-5,-3,
803,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,-1,-1,-5,-5,-5,5,-3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Just use nitems. What ""existing definition"" is there to clobber that isn't already exactly what you're trying to achieve? Why do we need to invent yet another name? All the suggestions are trying to contort themselves around not being nitems. ""of"" suffix is not important to chase."
804,Recently (0 to 2 years ago),Recently (0 to 2 years),Professional / Industrial Software Development,-3,-3,3,3,1,-3,-3,-1,5,-3,-5,-3,-3,-5,-3,-3,-5,-3,-1,-5,3,-1,-5,3,1,
805,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,3,5,5,1,1,3,1,3,-3,-1,-1,-3,-1,-1,-1,1,1,1,3,3,1,3,3,3,
806,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,1,-3,-3,-3,-3,-3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
807,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,3,-3,-3,-3,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
808,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,5,-3,5,-3,-3,-3,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
809,5 to 10 years ago,2 to 5 years,Professional / Industrial Software Development,3,3,3,-3,1,0,-3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
810,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,3,1,-3,-3,1,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
811,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,3,3,-1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
812,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,-1,1,5,-5,-5,-3,-5,1,5,-5,-5,1,-5,-5,-3,-5,-5,-1,-5,0,5,-5,-5,-5,-5,
813,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-3,-3,5,1,1,1,5,3,-5,-3,-3,-3,1,3,-3,-3,-3,-3,5,0,-3,1,1,-3,-3,"I'd like different terminologies for different things. Let ""length"" be for ""string length"", ""size"" be for ""in-memory size (in bytes)"", so ""count"" is for ""element count""."
814,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,-1,3,1,-3,-1,3,-3,1,-3,-1,-1,-3,-1,-1,-3,1,1,-3,3,3,-3,1,-1,-3,
815,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,5,-3,-5,1,5,-3,3,-3,-1,-1,-3,-1,-3,-3,-1,-1,1,5,1,-5,-5,-5,-5,This is a fantastic thing to add to C
816,10 to 20 years ago,5 to 10 years,Professional / Industrial Software Development,-5,0,5,3,1,-5,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
817,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,5,3,-1,-3,-3,-3,3,-3,-5,-3,1,-1,-3,-1,-3,-1,5,-1,-3,-3,-3,-5,-3,-5,-5,"When naming things, I came up with a rule I like: In face of ambiguity, choose the shortest. Then when typing code if I ask myself ""how did I called this last week?"" it's easy to find: the shortest."
818,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,3,1,-3,-3,1,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
819,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,-1,3,-3,-5,3,-3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
820,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,-1,5,3,-3,1,-1,1,5,-3,-1,-1,1,1,-1,-3,-3,-1,1,3,5,3,3,1,-1,
821,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-3,5,3,-5,-3,-1,1,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
822,2 to 5 years ago,10 to 20 years,Software Mentor; Professor / Teacher; Trainer,1,1,5,3,3,-1,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
823,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,-1,3,3,1,-1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
824,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,5,5,-5,-1,5,-5,-3,5,-3,-5,5,-3,-5,3,-3,-5,-5,-3,-5,5,-3,-5,-3,-3,
825,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,5,-1,-3,-5,-5,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
826,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,5,1,-3,-3,0,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
827,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,5,-5,-3,-5,1,-1,3,-1,1,1,-5,-5,-5,-3,-3,-3,1,3,5,-5,-5,-5,-5,
828,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,3,1,5,-3,-5,-1,-1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
829,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,5,3,-5,-5,1,5,-5,1,-1,5,1,-3,-1,-1,-3,-1,-3,-3,3,0,-5,-5,-5,-5,
830,Recently (0 to 2 years ago),20 to 30 years,Software Mentor; Professor / Teacher; Trainer,3,5,3,-3,-1,-1,5,1,3,-1,5,5,-1,-1,-1,-1,3,3,-1,3,3,-3,-1,-1,1,"I like lengthof because it's visually analogous to sizeof; if I saw it in code without previously encountering it, I would know what it means. The other options (including lenof) are more distant from sizeof and thus intuitively feel more likely to be something in a third-party header. I don't think the trailing-NUL problem with lengthof vs. strlen is a real problem (it's maybe more of a problem with lenof, but slightly). If you're taking new options, ""arraylenof"" or ""arraysizeof"" or ""arraysize"" (lowercase, no underscore, seems manageable) would avoid that ambiguity. Also, i hope that it only works on arrays, and that applying it to something that's decayed to a pointer or to any other scalar is a compile error."
831,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,3,3,-5,-5,5,1,-1,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,
832,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,-1,3,5,-1,-1,1,1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
833,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,-5,-3,-5,-3,-5,-5,-1,5,-5,-1,-1,-5,-3,-5,-5,-3,-5,-5,-3,-5,-5,-3,-5,-5,-5,"I'd rather that you standardized existing practice unchanged; the BSD macros are fine. But if you must standardize an operator, at least let me pretend it doesn't exist. I won't use it, because there's only portability-related downside over the macro based version."
834,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,-1,5,-3,-3,1,-5,-5,5,-5,-5,-1,-5,-5,1,-5,-5,-3,-5,-5,5,-5,-5,-3,-3,
835,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,1,5,-3,-3,-3,5,-5,3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,5,1,-5,-5,-5,-1,
836,5 to 10 years ago,2 to 5 years,Professional / Industrial Software Development,-5,-3,5,-5,-3,-1,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Call it count() or countof(). It's not how large (size), or how long (length), or what dimensions (extent), it's how many. Cocoa nailed this."
837,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,5,1,-1,-3,-3,-1,-3,5,3,5,5,-1,-1,1,1,1,3,1,1,3,-3,-3,-1,-3,
838,2 to 5 years ago,5 to 10 years,Professional / Industrial Software Development,3,3,-1,-3,-3,-1,-1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
839,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,-1,3,-3,-1,1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
840,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,1,5,-5,-5,-5,3,-3,5,-1,3,3,-3,-3,-3,-1,3,3,-1,5,5,-5,-5,-5,-5,
841,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,5,5,-1,1,5,5,-1,-5,-1,3,-5,-1,3,-5,-1,-1,-5,-1,3,-5,1,-1,-5,-5,
842,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,-1,-1,5,-3,-3,3,-3,5,3,1,-3,1,1,-3,1,3,-3,3,3,-1,3,-1,-1,-1,-1,
843,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,5,3,1,-1,-3,-5,5,-1,3,-1,1,1,-3,-1,-1,-3,3,5,-3,3,1,-3,-1,-1,-1,
844,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,-5,-5,3,3,1,3,3,3,5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,
845,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,1,5,-3,-5,3,5,1,-3,-3,1,-5,1,3,-3,-1,3,-3,3,5,1,-5,-5,-5,-5,
846,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,3,5,-3,1,3,1,5,3,1,-1,1,3,3,5,1,-1,1,5,3,5,-1,-3,-1,3,
847,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,-3,3,-5,-5,1,-5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
848,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,5,-5,-5,-5,-5,-5,-5,5,-5,-5,5,-5,-5,-3,-5,-5,-3,-5,-5,-1,-5,-5,-5,-5,I can't help but think this is a lot of effort to solve a problem that shouldn't exist
849,Recently (0 to 2 years ago),30+ years,(Used to) Attend Standard Committee Meetings,-1,1,5,-5,-5,-1,1,5,-3,1,3,-5,1,1,-5,-1,-1,-5,5,3,-5,-3,-3,-5,-5,
850,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,-1,-1,0,-3,-1,3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I don't see how ARRAY_SIZE would be awkward, it's what I have in my own code"
851,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,3,3,1,-1,5,5,1,3,0,0,0,0,5,0,0,0,0,0,0,0,-1,-1,-3,-3,
852,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,1,1,-3,-3,3,-1,-3,5,1,-3,1,1,1,3,-1,-3,-1,1,-1,-1,-5,-5,-5,-5,
853,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,1,5,-5,-5,-5,-5,-5,5,-5,-5,1,-5,-5,-5,-5,-5,-1,-5,-5,5,-5,-5,-5,-5,_Keyword sucks. Officially provided functions should all be lowercase.
854,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,1,5,-3,-3,3,3,-1,5,-1,1,1,1,3,3,-1,-1,-3,1,5,3,-3,-3,-5,-5,
855,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,5,-3,-5,1,1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
856,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,3,1,-1,-3,-1,3,-1,5,-1,1,3,-1,-1,-1,1,3,5,-1,-1,1,-3,-3,-1,-3,
857,Recently (0 to 2 years ago),2 to 5 years,Software Mentor; Professor / Teacher; Trainer,-3,-1,-5,3,5,5,1,-5,5,-5,-1,1,-5,1,3,-5,-3,-3,-5,-3,-3,-1,1,3,5,"Thank you, JeanHeyd. Best Editor of the committee in its existence. 🫶🏼 stay safe, friend."
858,Recently (0 to 2 years ago),20 to 30 years,Academic / Research Software Development,1,3,5,-1,-1,3,1,-5,5,0,0,0,0,1,3,1,1,3,1,3,5,-5,-1,1,-1,Thanks for all the work you do for C Standardization.
859,Recently (0 to 2 years ago),30+ years,(Used to) Attend Standard Committee Meetings,-5,-5,5,3,3,3,5,1,-3,-5,-5,-5,1,1,1,-5,-5,-5,3,5,3,1,1,1,1,
860,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,5,-5,-3,-1,3,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
861,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-5,5,3,3,3,-3,-1,-1,5,3,3,5,-3,-3,-3,-3,-3,-3,1,1,3,3,1,3,3,"I favour lengthof/_Lengthof very much as it has precedence in Python, Java, TypeScript, etc. as receiving the number of elements within a storage type. With Cs interoperability with C++ ""sizeof"" would interact nicely with C++s way of receiving the number of elements in a storage type, but that clearly will not work out. At least in my surroundings - proffesional or hobby - arrays and lists with a lot of elements are refered to as ""long"", and not ""high cardinality"" or ""big"". The abbreviated sibling lenof/_Lenof is Cs usual dribble of letters which only insiders can decipher their meaning and if you stumble upon them without knowing a cat might as well have walked over the keyboard.  countof/_Countof is similar to lengthof/_Lengthof and closer to the actual meaning of ""what is the cardinality of this thing"". Same for nelementsof/_Nelementsof. I agree with it on an academic level that it should be one of those.  As for nelemsof/_Nelemsof. I think we can spare the additional three letters. Abbreviations do help, but we do not have to go full german and abbreviate everything."
862,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,5,-3,-5,-3,1,-5,5,-3,-1,1,-1,1,3,-1,-1,1,3,3,5,-5,-5,-5,-5,
863,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-5,5,-1,-5,-5,-5,1,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
864,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,5,1,-5,-3,-5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
865,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-1,-1,5,-1,-3,-3,3,-3,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,
866,Recently (0 to 2 years ago),20 to 30 years,Software Mentor; Professor / Teacher; Trainer,5,3,1,1,-3,-5,-5,-5,-5,-1,-5,-5,-5,-5,-5,-1,-5,-5,-1,-3,-5,-3,-5,-5,-5,why not just a macro in a header? strong dislike for a keyword. especially since the operator already conflicts with names I am aware of.
867,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-5,-3,5,-5,-5,3,1,-5,5,-5,-3,-3,-5,3,5,-5,-5,-5,-5,3,5,-5,-5,-5,-5,"My like for ""extentof"" does come with the implication of ""rankof"", I like it far less if we won't see complementary ""rankof"". To me, ""countof"" is the better choice in absence of that."
868,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,1,5,-3,-1,-3,-3,-5,5,-5,1,3,-5,-3,-1,-5,-3,-3,-5,1,5,-5,-3,-3,1,
869,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,1,3,3,-5,-5,-1,-1,-5,3,-5,1,3,-5,-1,-1,-5,-3,-3,-5,1,1,-5,-5,-5,-5,
870,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,1,3,1,1,5,0,3,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I’m far enough past the newbie stage that I think I’d never use “lengthof” for a string, but not experienced enough to know how often I and others would actually make mistakes with it. And “nelemsof” is both too short to convey what a “nelem” (looks like a single word) is AND longer than the common “nelems”…"
871,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,5,1,3,-5,-5,-3,3,-3,5,-1,1,1,-5,-3,-3,-1,5,5,-1,3,3,-5,-5,-5,-5,
872,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,-3,-3,1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
873,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,1,5,-5,-5,-3,1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
874,2 to 5 years ago,2 to 5 years,Just Reading / Just Learning,3,1,1,-3,1,-5,3,-1,-3,-1,3,-1,-5,-5,-5,1,3,-1,-1,1,-3,-1,1,-1,-1,
875,2 to 5 years ago,5 to 10 years,Academic / Research Software Development,-1,3,1,-5,-3,-3,1,-3,3,1,3,5,-3,-3,-3,-3,-1,-1,-1,1,1,-5,-5,-5,-3,
876,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,3,3,-3,-3,-5,-3,-3,5,-5,-5,3,-5,-5,-3,-5,-5,-1,-5,-5,5,-5,-5,-3,-1,
877,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,1,-1,-3,1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
878,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,1,3,-5,-5,-5,5,0,0,1,1,1,-5,-5,-5,-1,-1,-1,5,3,1,-5,-5,-5,-5,My macro is C_ARRAY_SIZE(a)
879,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-3,-1,0,1,-5,3,1,-1,-5,-5,-5,-3,-3,-3,-5,-5,-5,-3,-3,-3,-3,-3,-3,5,_Elementsof/elementsof is nicer yet.
880,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-5,3,5,-5,-1,-1,-5,-5,5,-5,-5,3,-3,-3,1,-5,-3,-3,-1,-3,5,-5,-5,-3,1,I work on a popular open source project in C17: Box2D
881,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,0,5,5,5,-1,5,1,1,1,5,1,1,3,1,1,5,1,1,5,1,1,5,1,1,Header macro seems the only sane way.
882,Recently (0 to 2 years ago),Recently (0 to 2 years),Academic / Research Software Development,5,-5,-5,-5,-5,-5,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
883,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,-1,5,-5,-5,-3,-3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
884,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,5,1,1,-3,-1,5,-5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
885,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,1,5,3,5,1,5,-1,3,-1,1,-1,-1,1,-1,-3,-1,-3,-1,5,1,-3,3,-1,1,
886,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,-5,3,5,0,3,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I'm not quite sure why extentof has all this potential. but the information that it has it is accaunted in my rating, 'hgt"" words scare and confuse me (when I need to spell them) (Length is relatively easy. But still. I'm against C becoming more like English)"
887,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,5,3,-3,-3,-5,3,-5,5,1,3,5,-5,-3,-3,-3,-1,-1,-3,-1,-1,-3,-3,-3,-3,
888,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,3,-1,-3,-3,-3,1,-3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Nice to see we're slowly getting towards what C93 should have been.
889,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,1,3,-1,-1,-3,-5,-3,-3,3,-1,3,3,-5,-3,-3,-3,1,-1,-5,-3,-1,-5,-1,-3,-3,
890,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,5,-3,-1,5,5,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thank you for your work on a modern C standard!
891,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,5,5,-5,-3,1,3,-3,3,-1,5,5,-1,1,1,-3,-1,-1,-1,5,5,-3,-1,-1,-1,
892,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-3,-5,3,-3,-5,-5,-5,-1,3,-3,-3,-1,-3,-3,-3,-1,-1,3,-3,-3,5,-5,-5,-3,-3,"Most of these are just plainly too long, keep it short and concise."
893,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,1,5,5,0,-3,-1,-1,-3,5,-1,3,5,-3,-1,1,-3,-3,-5,1,3,5,-1,1,3,3,"only focusing on the lowercase no macro, I personally prefer countof, but lengthof is a close second, but either way whatever it is it'll probably be hidden behind a macro anyways"
894,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,5,3,5,-1,-1,-5,3,-5,5,-5,-1,3,-5,-5,-5,-5,-1,5,-5,-1,3,-5,-5,-5,-5,
895,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,3,3,1,3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
896,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,5,3,-1,-1,-3,3,-5,5,-5,3,5,-5,-3,-3,-5,3,5,-5,3,5,-5,-3,-3,-3,
897,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,-1,1,1,3,-1,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
898,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,1,3,5,3,-3,-3,-1,-1,-1,1,3,-3,-3,-1,-3,-3,-1,-3,-3,1,-1,1,3,3,
899,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,1,1,5,-1,-1,-1,-1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
900,5 to 10 years ago,5 to 10 years,Professional / Industrial Software Development,-5,5,1,-3,-3,-3,1,-5,5,-1,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,"extent is not clear in the slightest, and C's obsession with unnecessary abbreviations belongs with the PDP C came from: dead."
901,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,3,3,-1,5,5,-3,3,5,1,-1,5,3,1,5,-1,-5,-1,3,1,3,-1,-5,1,5,"I used to work on the space sector (and will start working there again soon) where safety critical software is the majority of the software written. There MISRA is prevailant and you may also find formal verification tooling and methodologies, if your mission is important and expensive enough. What all that mean, is that ambiguities and features that undermine type safety are not welcome. An operator that returns the number of elements in an array is much needed, so thank you for this work. As for the name, when I was learning C some years ago, I noticed that many of my friends and colleagues in my class were really confused with the ""_Ugly keyword-normal macro in the header"" which usually led to mistakes and frustration. I'd be lying if I said that I wasn't confused too. So, my preference is to not have any header, either provide a normal keyword (best case scenario), or provide a an _Ugly keyword, but to be honest, I won't really mind if the header ends up being provided. As for the names, I like extent, since it reminds me of numerical software, which is the kind of software I write in my free time. Also, since nelementsof can be provided as a keyword as is, it's also a pretty strong candidate. Even though, length is a pretty common term, and probably the most aesthetically pleasing one, you never know what's going inside the mind of someone who is just learning C, and ambiguities with strlen may actually happen. Though, at the same time, VLA is an existing term and is even used in MISRA, so those concerns may be hyperbolic. In the end, I'll use it anyway."
902,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,3,5,1,1,-1,3,-1,5,1,1,3,-3,-3,-3,-1,-1,1,1,1,5,-3,-3,-1,-1,Thank you very much for your hard work! :)
903,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,-3,1,1,-3,-3,1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
904,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,5,3,3,3,-1,-1,3,-1,5,1,3,5,-5,-3,-3,1,3,5,-1,1,3,-5,-3,-3,-1,
905,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,5,1,-1,-3,1,1,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
906,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,5,1,-1,-3,5,5,-1,3,-1,5,3,-1,5,3,-3,1,-5,-1,1,1,-1,1,-1,-1,
907,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,1,5,1,-5,-5,3,5,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,extentof coupled with a future potential rankof sounds like the wisest decision. failing that I prefer lengthof.
908,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,3,1,-1,-3,1,-1,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
